timeStep;demandHeat;demandElectricity;SolarThermic5;ThermalStorage5Discharge;ThermalStorage5Charge;CHP5;ElecBuy;ElecSell;ThermalStorage5SOC;Cost;CO2;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusSolarThermic5;plusThermalStorage5Discharge;plusThermalStorage5Charge;plusCHP5;plusElecBuy;plusElecSell
289.00;-12.19;-2.22;0.00;7.42;0.00;7.94;0.00;0.00;5.51;0.14;0.40;0.05;12.19;12.19;2.22;0.00;6.68;0.00;4.76;0.00;-0.00
290.00;-8.89;-2.38;0.00;1.51;0.00;12.31;0.00;1.07;3.45;0.20;0.62;0.05;8.89;8.89;2.38;0.00;1.35;0.00;7.39;0.00;-1.07
291.00;-8.07;-2.67;0.00;0.99;0.00;11.81;0.00;0.63;3.03;0.20;0.60;0.05;8.07;8.07;2.67;0.00;0.89;0.00;7.08;0.00;-0.63
292.00;-12.35;-2.82;0.00;1.87;0.00;17.47;0.00;2.07;2.76;0.29;0.88;0.05;12.35;12.35;2.82;0.00;1.68;0.00;10.48;0.00;-2.07
293.00;-14.92;-2.76;0.00;1.76;0.00;21.93;0.00;3.38;2.24;0.35;1.11;0.05;14.92;14.92;2.76;0.00;1.59;0.00;13.16;0.00;-3.38
294.00;-11.45;-2.54;0.00;0.78;0.00;17.78;0.00;2.44;1.75;0.29;0.90;0.05;11.45;11.45;2.54;0.00;0.70;0.00;10.67;0.00;-2.44
295.00;-7.82;-2.40;0.00;0.53;0.00;12.15;0.00;1.00;1.53;0.20;0.61;0.05;7.82;7.82;2.40;0.00;0.47;0.00;7.29;0.00;-1.00
296.00;-9.78;-2.37;0.00;0.59;0.00;15.32;0.00;1.92;1.39;0.25;0.77;0.05;9.78;9.78;2.37;0.00;0.53;0.00;9.19;0.00;-1.92
297.00;-13.53;-2.39;0.00;0.53;0.00;21.66;0.00;3.67;1.22;0.35;1.09;0.05;13.53;13.53;2.39;0.00;0.48;0.00;13.00;0.00;-3.67
298.00;-11.61;-2.25;0.00;0.38;0.00;18.72;0.00;2.99;1.07;0.30;0.95;0.05;11.61;11.61;2.25;0.00;0.34;0.00;11.23;0.00;-2.99
299.00;-8.36;-2.07;0.00;0.31;0.00;13.42;0.00;1.69;0.97;0.22;0.68;0.05;8.36;8.36;2.07;0.00;0.28;0.00;8.05;0.00;-1.69
300.00;-9.78;-2.07;0.00;0.34;0.00;15.73;0.00;2.34;0.88;0.25;0.79;0.05;9.78;9.78;2.07;0.00;0.30;0.00;9.44;0.00;-2.34
301.00;-15.46;-2.23;0.00;0.32;0.00;25.24;0.00;4.83;0.79;0.40;1.27;0.05;15.46;15.46;2.23;0.00;0.29;0.00;15.14;0.00;-4.83
302.00;-13.84;-2.28;0.00;0.28;0.00;22.60;0.00;4.05;0.70;0.36;1.14;0.05;13.84;13.84;2.28;0.00;0.25;0.00;13.56;0.00;-4.05
303.00;-10.09;-2.16;0.00;0.23;0.00;16.43;0.00;2.44;0.62;0.27;0.83;0.05;10.09;10.09;2.16;0.00;0.21;0.00;9.86;0.00;-2.44
304.00;-10.05;-2.10;0.00;0.21;0.00;16.41;0.00;2.50;0.56;0.27;0.83;0.05;10.05;10.05;2.10;0.00;0.19;0.00;9.85;0.00;-2.50
305.00;-10.52;-2.09;0.00;0.18;0.00;17.25;0.00;2.74;0.50;0.28;0.87;0.05;10.52;10.52;2.09;0.00;0.16;0.00;10.35;0.00;-2.74
306.00;-9.70;-2.11;0.00;0.17;0.00;15.89;0.00;2.34;0.45;0.26;0.80;0.05;9.70;9.70;2.11;0.00;0.15;0.00;9.54;0.00;-2.34
307.00;-11.82;-2.13;0.00;0.15;0.00;19.45;0.00;3.32;0.41;0.31;0.98;0.05;11.82;11.82;2.13;0.00;0.14;0.00;11.67;0.00;-3.32
308.00;-15.52;-2.10;0.00;0.14;0.00;25.64;0.00;5.07;0.36;0.41;1.29;0.05;15.52;15.52;2.10;0.00;0.12;0.00;15.38;0.00;-5.07
309.00;-13.98;-2.14;0.00;0.12;0.00;23.09;0.00;4.33;0.33;0.37;1.17;0.05;13.98;13.98;2.14;0.00;0.11;0.00;13.86;0.00;-4.33
310.00;-13.56;-2.22;0.00;0.11;0.00;22.41;0.00;4.05;0.29;0.36;1.13;0.05;13.56;13.56;2.22;0.00;0.10;0.00;13.45;0.00;-4.05
311.00;-10.40;-2.25;0.00;0.11;0.00;17.16;0.00;2.55;0.26;0.28;0.87;0.05;10.40;10.40;2.25;0.00;0.10;0.00;10.30;0.00;-2.55
312.00;-8.66;-2.37;0.02;0.09;0.00;14.25;0.00;1.62;0.23;0.23;0.72;0.05;8.66;8.66;2.37;0.02;0.08;0.00;8.55;0.00;-1.62
313.00;-12.41;-2.73;0.11;0.09;0.00;20.37;0.00;2.97;0.21;0.33;1.03;0.05;12.41;12.41;2.73;0.11;0.08;0.00;12.22;0.00;-2.97
314.00;-16.10;-2.99;0.24;0.08;0.00;26.31;0.00;4.38;0.18;0.42;1.33;0.05;16.10;16.10;2.99;0.24;0.07;0.00;15.79;0.00;-4.38
315.00;-16.15;-3.21;0.37;0.06;0.00;26.19;0.00;4.12;0.16;0.42;1.32;0.05;16.15;16.15;3.21;0.37;0.06;0.00;15.72;0.00;-4.12
316.00;-19.64;-3.63;0.51;0.06;0.00;31.78;0.00;5.27;0.14;0.51;1.60;0.05;19.64;19.64;3.63;0.51;0.06;0.00;19.07;0.00;-5.27
317.00;-19.02;-3.56;0.69;0.06;0.00;30.45;0.00;4.97;0.13;0.49;1.54;0.05;19.02;19.02;3.56;0.69;0.05;0.00;18.27;0.00;-4.97
318.00;-9.98;-3.19;1.09;0.04;0.00;14.73;0.00;0.94;0.11;0.25;0.74;0.05;9.98;9.98;3.19;1.09;0.04;0.00;8.84;0.00;-0.94
319.00;-15.33;-2.91;1.18;0.04;0.00;23.51;0.00;3.67;0.10;0.38;1.19;0.05;15.33;15.33;2.91;1.18;0.04;0.00;14.10;0.00;-3.67
320.00;-18.71;-2.81;1.21;0.04;0.00;29.09;0.00;5.34;0.09;0.46;1.47;0.05;18.71;18.71;2.81;1.21;0.03;0.00;17.46;0.00;-5.34
321.00;-14.28;-3.08;1.01;0.03;0.00;22.08;0.00;3.10;0.08;0.36;1.11;0.05;14.28;14.28;3.08;1.01;0.03;0.00;13.25;0.00;-3.10
322.00;-15.28;-3.49;0.90;0.04;0.00;23.90;0.00;3.20;0.07;0.39;1.21;0.05;15.28;15.28;3.49;0.90;0.04;0.00;14.34;0.00;-3.20
323.00;-15.05;-3.66;0.73;0.03;0.00;23.82;0.00;3.01;0.06;0.39;1.20;0.05;15.05;15.05;3.66;0.73;0.02;0.00;14.29;0.00;-3.01
324.00;-11.13;-3.78;0.78;0.02;0.00;17.21;0.00;1.04;0.05;0.29;0.87;0.05;11.13;11.13;3.78;0.78;0.02;0.00;10.33;0.00;-1.04
325.00;-7.89;-3.67;1.00;0.00;0.00;11.48;0.46;0.00;0.04;0.20;0.63;0.05;7.89;7.89;3.67;1.00;0.00;0.00;6.89;0.46;-0.00
326.00;-12.49;-3.47;1.27;0.02;0.00;18.68;0.00;1.76;0.04;0.31;0.94;0.05;12.49;12.49;3.47;1.27;0.02;0.00;11.21;0.00;-1.76
327.00;-14.59;-3.67;1.40;0.02;0.00;21.95;0.00;2.48;0.04;0.36;1.11;0.05;14.59;14.59;3.67;1.40;0.02;0.00;13.17;0.00;-2.48
328.00;-8.66;-3.55;1.37;0.00;0.00;12.14;0.15;0.00;0.03;0.21;0.63;0.05;8.66;8.66;3.55;1.37;0.00;0.00;7.28;0.15;-0.00
329.00;-12.06;-3.64;1.44;0.01;0.00;17.66;0.00;1.30;0.03;0.29;0.89;0.05;12.06;12.06;3.64;1.44;0.01;0.00;10.60;0.00;-1.30
330.00;-15.83;-3.17;1.18;0.01;0.00;24.39;0.00;3.66;0.03;0.39;1.23;0.05;15.83;15.83;3.17;1.18;0.01;0.00;14.64;0.00;-3.66
331.00;-14.42;-2.72;1.23;0.02;0.00;21.94;0.00;3.43;0.03;0.35;1.11;0.05;14.42;14.42;2.72;1.23;0.02;0.00;13.16;0.00;-3.43
332.00;-10.75;-3.25;1.16;0.07;0.00;15.86;0.00;1.19;0.02;0.26;0.80;0.05;10.75;10.75;3.25;1.16;0.06;0.00;9.52;0.00;-1.19
333.00;-9.69;-3.93;1.50;0.00;0.00;13.66;0.11;0.00;0.00;0.24;0.70;0.11;9.69;9.69;3.93;1.50;0.00;0.00;8.20;0.11;-0.00
334.00;-13.92;-4.58;2.23;0.00;0.00;19.48;0.00;0.88;0.00;0.31;0.98;0.18;13.92;13.92;4.58;2.23;0.00;0.00;11.69;0.00;-0.88
335.00;-13.20;-4.00;2.17;0.00;0.00;18.37;0.00;1.14;0.00;0.28;0.93;0.24;13.20;13.20;4.00;2.17;0.00;0.00;11.02;0.00;-1.14
336.00;-11.26;-3.31;2.71;0.00;0.00;14.25;0.00;0.68;0.00;0.22;0.72;0.30;11.26;11.26;3.31;2.71;0.00;0.00;8.55;0.00;-0.68
337.00;-17.59;-3.28;2.25;0.00;0.00;25.57;0.00;3.88;0.00;0.29;1.29;0.30;17.59;17.59;3.28;2.25;0.00;0.00;15.34;0.00;-3.88
338.00;-20.91;-3.71;2.05;0.00;0.00;31.43;0.00;5.09;0.00;0.35;1.59;0.30;20.91;20.91;3.71;2.05;0.00;0.00;18.86;0.00;-5.09
339.00;-12.51;-4.29;2.04;0.00;0.00;17.45;0.00;0.59;0.00;0.28;0.88;0.30;12.51;12.51;4.29;2.04;0.00;0.00;10.47;0.00;-0.59
340.00;-8.00;-4.51;0.00;0.00;1.66;16.10;0.00;0.00;0.00;0.28;0.81;0.30;8.00;8.00;4.51;0.00;0.00;1.50;9.66;0.00;-0.00
341.00;-8.60;-4.19;2.93;0.00;3.32;14.98;0.00;0.00;0.37;0.26;0.76;0.30;8.60;8.60;4.19;2.93;0.00;2.99;8.99;0.00;-0.00
342.00;-8.77;-4.25;2.81;0.00;3.16;15.19;0.00;0.00;1.12;0.26;0.77;0.30;8.77;8.77;4.25;2.81;0.00;2.84;9.11;0.00;-0.00
343.00;-15.55;-4.73;3.65;0.56;0.00;18.90;0.00;0.56;1.83;0.30;0.95;0.30;15.55;15.55;4.73;3.65;0.51;0.00;11.34;0.00;-0.56
344.00;-21.35;-4.34;5.44;2.95;0.00;21.59;0.00;1.70;1.68;0.31;1.09;0.30;21.35;21.35;4.34;5.44;2.66;0.00;12.96;0.00;-1.70
345.00;-18.48;-3.56;5.71;3.08;0.00;16.14;0.00;0.96;0.86;0.24;0.82;0.30;18.48;18.48;3.56;5.71;2.77;0.00;9.68;0.00;-0.96
346.00;-13.57;-3.60;5.86;0.00;0.01;12.86;0.00;0.00;0.00;0.22;0.65;0.30;13.57;13.57;3.60;5.86;0.00;0.00;7.72;0.00;-0.00
347.00;-11.31;-3.70;4.24;0.00;0.86;13.22;0.00;0.00;0.00;0.23;0.67;0.30;11.31;11.31;3.70;4.24;0.00;0.77;7.93;0.00;-0.00
348.00;-9.97;-2.94;4.27;0.00;0.60;10.51;0.00;0.00;0.19;0.18;0.53;0.30;9.97;9.97;2.94;4.27;0.00;0.54;6.30;0.00;-0.00
349.00;-9.37;-2.77;3.87;0.00;0.44;9.89;0.00;0.00;0.33;0.17;0.50;0.30;9.37;9.37;2.77;3.87;0.00;0.39;5.94;0.00;-0.00
350.00;-17.57;-3.72;8.06;1.54;0.00;13.28;0.00;0.00;0.43;0.23;0.67;0.30;17.57;17.57;3.72;8.06;1.39;0.00;7.97;0.00;-0.00
351.00;-19.14;-3.65;11.32;0.00;0.00;13.05;0.00;0.00;0.00;0.22;0.66;0.30;19.14;19.14;3.65;11.32;0.00;0.00;7.83;0.00;-0.00
352.00;-12.27;-3.12;5.59;0.00;0.00;11.13;0.00;0.00;0.00;0.19;0.56;0.30;12.27;12.27;3.12;5.59;0.00;0.00;6.68;0.00;-0.00
353.00;-10.71;-3.88;2.40;0.00;0.00;13.85;0.00;0.00;0.00;0.24;0.70;0.30;10.71;10.71;3.88;2.40;0.00;0.00;8.31;0.00;-0.00
354.00;-11.60;-4.03;3.89;0.00;0.94;14.41;0.00;0.00;0.00;0.25;0.73;0.30;11.60;11.60;4.03;3.89;0.00;0.84;8.64;0.00;-0.00
355.00;-9.72;-3.72;2.99;0.00;1.24;13.29;0.00;0.00;0.21;0.23;0.67;0.30;9.72;9.72;3.72;2.99;0.00;1.12;7.97;0.00;-0.00
356.00;-10.26;-4.27;2.11;0.00;1.02;15.26;0.00;0.00;0.49;0.26;0.77;0.30;10.26;10.26;4.27;2.11;0.00;0.91;9.16;0.00;-0.00
357.00;-15.64;-4.57;1.36;0.44;0.00;23.07;0.00;1.89;0.72;0.32;1.17;0.30;15.64;15.64;4.57;1.36;0.39;0.00;13.84;0.00;-1.89
358.00;-18.50;-4.21;0.42;0.51;0.00;29.28;0.00;3.99;0.60;0.35;1.48;0.30;18.50;18.50;4.21;0.42;0.46;0.00;17.57;0.00;-3.99
359.00;-12.83;-3.85;0.95;0.19;0.00;19.47;0.00;1.61;0.46;0.27;0.98;0.30;12.83;12.83;3.85;0.95;0.17;0.00;11.68;0.00;-1.61
360.00;-10.58;-4.23;0.96;0.09;0.00;15.89;0.00;0.22;0.40;0.26;0.80;0.30;10.58;10.58;4.23;0.96;0.08;0.00;9.53;0.00;-0.22
361.00;-11.37;-4.00;1.10;0.12;0.00;16.92;0.00;0.74;0.38;0.26;0.85;0.30;11.37;11.37;4.00;1.10;0.11;0.00;10.15;0.00;-0.74
362.00;-14.82;-3.74;1.39;0.15;0.00;22.12;0.00;2.46;0.35;0.29;1.12;0.30;14.82;14.82;3.74;1.39;0.14;0.00;13.27;0.00;-2.46
363.00;-20.31;-4.34;1.36;0.15;0.00;31.33;0.00;4.43;0.30;0.37;1.58;0.30;20.31;20.31;4.34;1.36;0.13;0.00;18.80;0.00;-4.43
364.00;-16.32;-4.66;0.83;0.12;0.00;25.61;0.00;2.51;0.26;0.34;1.29;0.30;16.32;16.32;4.66;0.83;0.11;0.00;15.36;0.00;-2.51
365.00;-15.03;-5.48;0.69;0.09;0.00;23.74;0.00;1.16;0.23;0.36;1.20;0.30;15.03;15.03;5.48;0.69;0.08;0.00;14.24;0.00;-1.16
366.00;-13.14;-5.07;0.75;0.07;0.00;20.52;0.00;0.68;0.20;0.33;1.04;0.30;13.14;13.14;5.07;0.75;0.06;0.00;12.31;0.00;-0.68
367.00;-11.92;-4.60;0.61;0.06;0.00;18.74;0.00;0.65;0.18;0.30;0.95;0.30;11.92;11.92;4.60;0.61;0.06;0.00;11.25;0.00;-0.65
368.00;-19.74;-4.99;0.46;0.07;0.00;32.03;0.00;3.98;0.17;0.40;1.62;0.30;19.74;19.74;4.99;0.46;0.06;0.00;19.22;0.00;-3.98
369.00;-19.91;-4.95;0.36;0.05;0.00;32.48;0.00;4.15;0.15;0.40;1.64;0.30;19.91;19.91;4.95;0.36;0.05;0.00;19.49;0.00;-4.15
370.00;-14.12;-4.32;0.23;0.05;0.00;23.06;0.00;2.14;0.13;0.31;1.16;0.30;14.12;14.12;4.32;0.23;0.05;0.00;13.84;0.00;-2.14
371.00;-16.41;-4.46;0.10;0.05;0.00;27.10;0.00;3.13;0.12;0.35;1.37;0.30;16.41;16.41;4.46;0.10;0.05;0.00;16.26;0.00;-3.13
372.00;-14.48;-4.44;0.00;0.04;0.00;24.05;0.00;2.30;0.10;0.33;1.21;0.30;14.48;14.48;4.44;0.00;0.04;0.00;14.43;0.00;-2.30
373.00;-9.50;-3.65;0.00;0.03;0.00;15.79;0.00;0.77;0.09;0.24;0.80;0.30;9.50;9.50;3.65;0.00;0.03;0.00;9.47;0.00;-0.77
374.00;-15.41;-3.53;0.00;0.03;0.00;25.63;0.00;3.65;0.08;0.30;1.29;0.30;15.41;15.41;3.53;0.00;0.03;0.00;15.38;0.00;-3.65
375.00;-16.84;-3.46;0.00;0.03;0.00;28.02;0.00;4.39;0.07;0.32;1.42;0.30;16.84;16.84;3.46;0.00;0.03;0.00;16.81;0.00;-4.39
376.00;-10.75;-3.01;0.00;0.02;0.00;17.88;0.00;2.00;0.06;0.23;0.90;0.30;10.75;10.75;3.01;0.00;0.02;0.00;10.73;0.00;-2.00
377.00;-11.80;-2.94;0.00;0.02;0.00;19.63;0.00;2.56;0.06;0.24;0.99;0.30;11.80;11.80;2.94;0.00;0.02;0.00;11.78;0.00;-2.56
378.00;-17.13;-3.15;0.00;0.00;4.25;35.63;0.00;6.83;0.05;0.35;1.80;0.30;17.13;17.13;3.15;0.00;0.00;3.82;21.38;0.00;-6.83
379.00;-13.39;-3.09;0.00;0.00;8.74;36.88;0.00;7.24;1.01;0.36;1.86;0.30;13.39;13.39;3.09;0.00;0.00;7.86;22.13;0.00;-7.24
380.00;-8.54;-2.98;0.00;0.00;21.02;49.27;0.00;10.82;2.97;0.44;2.49;0.30;8.54;8.54;2.98;0.00;0.00;18.92;29.56;0.00;-10.82
381.00;-14.00;-3.00;0.00;0.00;0.00;23.34;0.00;3.54;7.70;0.29;1.18;0.24;14.00;14.00;3.00;0.00;0.00;0.00;14.00;0.00;-3.54
382.00;-16.02;-2.92;0.00;0.00;0.00;26.70;0.00;4.56;7.70;0.36;1.35;0.18;16.02;16.02;2.92;0.00;0.00;0.00;16.02;0.00;-4.56
383.00;-10.38;-2.61;0.00;0.00;0.00;17.30;0.00;2.24;7.70;0.26;0.87;0.11;10.38;10.38;2.61;0.00;0.00;0.00;10.38;0.00;-2.24
384.00;-11.21;-2.20;0.00;7.89;0.00;5.53;0.65;0.00;7.70;0.10;0.36;0.05;11.21;11.21;2.20;0.00;7.10;0.00;3.32;0.65;-0.00
385.00;-12.19;-2.22;0.00;7.42;0.00;7.94;0.00;0.00;5.51;0.14;0.40;0.05;12.19;12.19;2.22;0.00;6.68;0.00;4.76;0.00;-0.00
386.00;-8.89;-2.38;0.00;1.51;0.00;12.31;0.00;1.07;3.45;0.20;0.62;0.05;8.89;8.89;2.38;0.00;1.35;0.00;7.39;0.00;-1.07
387.00;-8.07;-2.67;0.00;0.99;0.00;11.81;0.00;0.63;3.03;0.20;0.60;0.05;8.07;8.07;2.67;0.00;0.89;0.00;7.08;0.00;-0.63
388.00;-12.35;-2.82;0.00;1.87;0.00;17.47;0.00;2.07;2.76;0.29;0.88;0.05;12.35;12.35;2.82;0.00;1.68;0.00;10.48;0.00;-2.07
389.00;-14.92;-2.76;0.00;1.76;0.00;21.93;0.00;3.38;2.24;0.35;1.11;0.05;14.92;14.92;2.76;0.00;1.59;0.00;13.16;0.00;-3.38
390.00;-11.45;-2.54;0.00;0.78;0.00;17.78;0.00;2.44;1.75;0.29;0.90;0.05;11.45;11.45;2.54;0.00;0.70;0.00;10.67;0.00;-2.44
391.00;-7.82;-2.40;0.00;0.53;0.00;12.15;0.00;1.00;1.53;0.20;0.61;0.05;7.82;7.82;2.40;0.00;0.47;0.00;7.29;0.00;-1.00
392.00;-9.78;-2.37;0.00;0.59;0.00;15.32;0.00;1.92;1.39;0.25;0.77;0.05;9.78;9.78;2.37;0.00;0.53;0.00;9.19;0.00;-1.92
393.00;-13.53;-2.39;0.00;0.53;0.00;21.66;0.00;3.67;1.22;0.35;1.09;0.05;13.53;13.53;2.39;0.00;0.48;0.00;13.00;0.00;-3.67
394.00;-11.61;-2.25;0.00;0.38;0.00;18.72;0.00;2.99;1.07;0.30;0.95;0.05;11.61;11.61;2.25;0.00;0.34;0.00;11.23;0.00;-2.99
395.00;-8.36;-2.07;0.00;0.31;0.00;13.42;0.00;1.69;0.97;0.22;0.68;0.05;8.36;8.36;2.07;0.00;0.28;0.00;8.05;0.00;-1.69
396.00;-9.78;-2.07;0.00;0.34;0.00;15.73;0.00;2.34;0.88;0.25;0.79;0.05;9.78;9.78;2.07;0.00;0.30;0.00;9.44;0.00;-2.34
397.00;-15.46;-2.23;0.00;0.32;0.00;25.24;0.00;4.83;0.79;0.40;1.27;0.05;15.46;15.46;2.23;0.00;0.29;0.00;15.14;0.00;-4.83
398.00;-13.84;-2.28;0.00;0.28;0.00;22.60;0.00;4.05;0.70;0.36;1.14;0.05;13.84;13.84;2.28;0.00;0.25;0.00;13.56;0.00;-4.05
399.00;-10.09;-2.16;0.00;0.23;0.00;16.43;0.00;2.44;0.62;0.27;0.83;0.05;10.09;10.09;2.16;0.00;0.21;0.00;9.86;0.00;-2.44
400.00;-10.05;-2.10;0.00;0.21;0.00;16.41;0.00;2.50;0.56;0.27;0.83;0.05;10.05;10.05;2.10;0.00;0.19;0.00;9.85;0.00;-2.50
401.00;-10.52;-2.09;0.00;0.18;0.00;17.25;0.00;2.74;0.50;0.28;0.87;0.05;10.52;10.52;2.09;0.00;0.16;0.00;10.35;0.00;-2.74
402.00;-9.70;-2.11;0.00;0.17;0.00;15.89;0.00;2.34;0.45;0.26;0.80;0.05;9.70;9.70;2.11;0.00;0.15;0.00;9.54;0.00;-2.34
403.00;-11.82;-2.13;0.00;0.15;0.00;19.45;0.00;3.32;0.41;0.31;0.98;0.05;11.82;11.82;2.13;0.00;0.14;0.00;11.67;0.00;-3.32
404.00;-15.52;-2.10;0.00;0.14;0.00;25.64;0.00;5.07;0.36;0.41;1.29;0.05;15.52;15.52;2.10;0.00;0.12;0.00;15.38;0.00;-5.07
405.00;-13.98;-2.14;0.00;0.12;0.00;23.09;0.00;4.33;0.33;0.37;1.17;0.05;13.98;13.98;2.14;0.00;0.11;0.00;13.86;0.00;-4.33
406.00;-13.56;-2.22;0.00;0.11;0.00;22.41;0.00;4.05;0.29;0.36;1.13;0.05;13.56;13.56;2.22;0.00;0.10;0.00;13.45;0.00;-4.05
407.00;-10.40;-2.25;0.00;0.11;0.00;17.16;0.00;2.55;0.26;0.28;0.87;0.05;10.40;10.40;2.25;0.00;0.10;0.00;10.30;0.00;-2.55
408.00;-8.66;-2.37;0.02;0.09;0.00;14.25;0.00;1.62;0.23;0.23;0.72;0.05;8.66;8.66;2.37;0.02;0.08;0.00;8.55;0.00;-1.62
409.00;-12.41;-2.73;0.11;0.09;0.00;20.37;0.00;2.97;0.21;0.33;1.03;0.05;12.41;12.41;2.73;0.11;0.08;0.00;12.22;0.00;-2.97
410.00;-16.10;-2.99;0.24;0.08;0.00;26.31;0.00;4.38;0.18;0.42;1.33;0.05;16.10;16.10;2.99;0.24;0.07;0.00;15.79;0.00;-4.38
411.00;-16.15;-3.21;0.37;0.06;0.00;26.19;0.00;4.12;0.16;0.42;1.32;0.05;16.15;16.15;3.21;0.37;0.06;0.00;15.72;0.00;-4.12
412.00;-19.64;-3.63;0.51;0.06;0.00;31.78;0.00;5.27;0.14;0.51;1.60;0.05;19.64;19.64;3.63;0.51;0.06;0.00;19.07;0.00;-5.27
413.00;-19.02;-3.56;0.69;0.06;0.00;30.45;0.00;4.97;0.13;0.49;1.54;0.05;19.02;19.02;3.56;0.69;0.05;0.00;18.27;0.00;-4.97
414.00;-9.98;-3.19;1.09;0.04;0.00;14.73;0.00;0.94;0.11;0.25;0.74;0.05;9.98;9.98;3.19;1.09;0.04;0.00;8.84;0.00;-0.94
415.00;-15.33;-2.91;1.18;0.04;0.00;23.51;0.00;3.67;0.10;0.38;1.19;0.05;15.33;15.33;2.91;1.18;0.04;0.00;14.10;0.00;-3.67
416.00;-18.71;-2.81;1.21;0.04;0.00;29.09;0.00;5.34;0.09;0.46;1.47;0.05;18.71;18.71;2.81;1.21;0.03;0.00;17.46;0.00;-5.34
417.00;-14.28;-3.08;1.01;0.03;0.00;22.08;0.00;3.10;0.08;0.36;1.11;0.05;14.28;14.28;3.08;1.01;0.03;0.00;13.25;0.00;-3.10
418.00;-15.28;-3.49;0.90;0.04;0.00;23.90;0.00;3.20;0.07;0.39;1.21;0.05;15.28;15.28;3.49;0.90;0.04;0.00;14.34;0.00;-3.20
419.00;-15.05;-3.66;0.73;0.03;0.00;23.82;0.00;3.01;0.06;0.39;1.20;0.05;15.05;15.05;3.66;0.73;0.02;0.00;14.29;0.00;-3.01
420.00;-11.13;-3.78;0.78;0.02;0.00;17.21;0.00;1.04;0.05;0.29;0.87;0.05;11.13;11.13;3.78;0.78;0.02;0.00;10.33;0.00;-1.04
421.00;-7.89;-3.67;1.00;0.00;0.00;11.48;0.46;0.00;0.04;0.20;0.63;0.05;7.89;7.89;3.67;1.00;0.00;0.00;6.89;0.46;-0.00
422.00;-12.49;-3.47;1.27;0.02;0.00;18.68;0.00;1.76;0.04;0.31;0.94;0.05;12.49;12.49;3.47;1.27;0.02;0.00;11.21;0.00;-1.76
423.00;-14.59;-3.67;1.40;0.02;0.00;21.95;0.00;2.48;0.04;0.36;1.11;0.05;14.59;14.59;3.67;1.40;0.02;0.00;13.17;0.00;-2.48
424.00;-8.66;-3.55;1.37;0.00;0.00;12.14;0.15;0.00;0.03;0.21;0.63;0.05;8.66;8.66;3.55;1.37;0.00;0.00;7.28;0.15;-0.00
425.00;-12.06;-3.64;1.44;0.01;0.00;17.66;0.00;1.30;0.03;0.29;0.89;0.05;12.06;12.06;3.64;1.44;0.01;0.00;10.60;0.00;-1.30
426.00;-15.83;-3.17;1.18;0.01;0.00;24.39;0.00;3.66;0.03;0.39;1.23;0.05;15.83;15.83;3.17;1.18;0.01;0.00;14.64;0.00;-3.66
427.00;-14.42;-2.72;1.23;0.02;0.00;21.94;0.00;3.43;0.03;0.35;1.11;0.05;14.42;14.42;2.72;1.23;0.02;0.00;13.16;0.00;-3.43
428.00;-10.75;-3.25;1.16;0.07;0.00;15.86;0.00;1.19;0.02;0.26;0.80;0.05;10.75;10.75;3.25;1.16;0.06;0.00;9.52;0.00;-1.19
429.00;-9.69;-3.93;1.50;0.00;0.00;13.66;0.11;0.00;0.00;0.24;0.70;0.11;9.69;9.69;3.93;1.50;0.00;0.00;8.20;0.11;-0.00
430.00;-13.92;-4.58;2.23;0.00;0.00;19.48;0.00;0.88;0.00;0.31;0.98;0.18;13.92;13.92;4.58;2.23;0.00;0.00;11.69;0.00;-0.88
431.00;-13.20;-4.00;2.17;0.00;0.00;18.37;0.00;1.14;0.00;0.28;0.93;0.24;13.20;13.20;4.00;2.17;0.00;0.00;11.02;0.00;-1.14
432.00;-11.26;-3.31;2.71;0.00;0.00;14.25;0.00;0.68;0.00;0.22;0.72;0.30;11.26;11.26;3.31;2.71;0.00;0.00;8.55;0.00;-0.68
433.00;-17.59;-3.28;2.25;0.00;0.00;25.57;0.00;3.88;0.00;0.29;1.29;0.30;17.59;17.59;3.28;2.25;0.00;0.00;15.34;0.00;-3.88
434.00;-20.91;-3.71;2.05;0.00;0.00;31.43;0.00;5.09;0.00;0.35;1.59;0.30;20.91;20.91;3.71;2.05;0.00;0.00;18.86;0.00;-5.09
435.00;-12.51;-4.29;2.04;0.00;0.00;17.45;0.00;0.59;0.00;0.28;0.88;0.30;12.51;12.51;4.29;2.04;0.00;0.00;10.47;0.00;-0.59
436.00;-8.00;-4.51;0.00;0.00;1.66;16.10;0.00;0.00;0.00;0.28;0.81;0.30;8.00;8.00;4.51;0.00;0.00;1.50;9.66;0.00;-0.00
437.00;-8.60;-4.19;2.93;0.00;3.32;14.98;0.00;0.00;0.37;0.26;0.76;0.30;8.60;8.60;4.19;2.93;0.00;2.99;8.99;0.00;-0.00
438.00;-8.77;-4.25;2.81;0.00;3.16;15.19;0.00;0.00;1.12;0.26;0.77;0.30;8.77;8.77;4.25;2.81;0.00;2.84;9.11;0.00;-0.00
439.00;-15.55;-4.73;3.65;0.56;0.00;18.90;0.00;0.56;1.83;0.30;0.95;0.30;15.55;15.55;4.73;3.65;0.51;0.00;11.34;0.00;-0.56
