timeStep;demandHeat;demandElectricity;PV3;GasBoiler3;ThermalStorage3Discharge;ThermalStorage3Charge;HeatPump3;ElecBuy;ElecSell;ThermalStorage3SOC;Cost;CO2;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusPV3;plusGasBoiler3;plusThermalStorage3Discharge;plusThermalStorage3Charge;plusHeatPump3;plusElecBuy;plusElecSell
399.00;-17.07;-4.65;0.00;0.00;0.00;0.00;6.83;11.48;0.00;0.00;0.14;1.36;0.05;17.07;17.07;4.65;0.00;0.00;0.00;0.00;17.07;11.48;-0.00
400.00;-16.11;-4.44;0.00;0.00;0.00;0.00;6.45;10.89;0.00;0.00;0.14;1.29;0.05;16.11;16.11;4.44;0.00;0.00;0.00;0.00;16.11;10.89;-0.00
401.00;-16.32;-4.44;0.00;0.00;0.00;0.00;6.53;10.97;0.00;0.00;0.14;1.30;0.05;16.32;16.32;4.44;0.00;0.00;0.00;0.00;16.32;10.97;-0.00
402.00;-14.72;-4.43;0.00;0.00;0.00;0.00;5.89;10.32;0.00;0.00;0.13;1.22;0.05;14.72;14.72;4.43;0.00;0.00;0.00;0.00;14.72;10.32;-0.00
403.00;-17.87;-4.43;0.00;0.00;0.00;0.00;7.15;11.58;0.00;0.00;0.14;1.37;0.05;17.87;17.87;4.43;0.00;0.00;0.00;0.00;17.87;11.58;-0.00
404.00;-22.91;-4.43;0.00;0.00;0.00;0.00;9.17;13.59;0.00;0.00;0.17;1.61;0.05;22.91;22.91;4.43;0.00;0.00;0.00;0.00;22.91;13.59;-0.00
405.00;-20.03;-4.56;0.00;0.00;0.00;0.00;8.01;12.57;0.00;0.00;0.16;1.49;0.05;20.03;20.03;4.56;0.00;0.00;0.00;0.00;20.03;12.57;-0.00
406.00;-22.15;-4.63;0.00;0.00;0.00;0.00;8.86;13.49;0.00;0.00;0.17;1.60;0.05;22.15;22.15;4.63;0.00;0.00;0.00;0.00;22.15;13.49;-0.00
407.00;-17.58;-4.49;0.00;0.00;0.00;0.00;7.03;11.52;0.00;0.00;0.14;1.37;0.05;17.58;17.58;4.49;0.00;0.00;0.00;0.00;17.58;11.52;-0.00
408.00;-11.23;-4.61;0.05;0.00;0.00;0.79;4.81;9.37;0.00;0.00;0.12;1.11;0.05;11.23;11.23;4.61;0.05;0.00;0.00;0.71;12.02;9.37;-0.00
409.00;-11.70;-5.35;0.21;0.00;0.00;0.21;4.76;9.90;0.00;0.18;0.12;1.17;0.05;11.70;11.70;5.35;0.21;0.00;0.00;0.19;11.91;9.90;-0.00
410.00;-20.82;-5.75;0.47;0.00;0.00;0.39;8.49;13.76;0.00;0.22;0.17;1.63;0.05;20.82;20.82;5.75;0.47;0.00;0.00;0.35;21.21;13.76;-0.00
411.00;-26.13;-5.72;0.75;0.00;1.13;0.00;10.00;14.97;0.00;0.31;0.19;1.77;0.05;26.13;26.13;5.72;0.75;0.00;1.01;0.00;25.00;14.97;-0.00
412.00;-23.29;-5.85;1.02;0.00;0.00;0.00;9.32;14.14;0.00;0.00;0.18;1.68;0.05;23.29;23.29;5.85;1.02;0.00;0.00;0.00;23.29;14.14;-0.00
413.00;-17.66;-5.60;1.38;0.00;0.00;0.00;7.06;11.28;0.00;0.00;0.14;1.34;0.05;17.66;17.66;5.60;1.38;0.00;0.00;0.00;17.66;11.28;-0.00
414.00;-10.31;-5.25;2.19;0.00;0.00;0.00;4.12;7.19;0.00;0.00;0.09;0.85;0.05;10.31;10.31;5.25;2.19;0.00;0.00;0.00;10.31;7.19;-0.00
415.00;-20.12;-4.83;2.37;0.00;0.00;0.00;8.05;10.51;0.00;0.00;0.13;1.25;0.05;20.12;20.12;4.83;2.37;0.00;0.00;0.00;20.12;10.51;-0.00
416.00;-23.28;-4.60;2.43;0.00;0.00;0.00;9.31;11.49;0.00;0.00;0.14;1.36;0.05;23.28;23.28;4.60;2.43;0.00;0.00;0.00;23.28;11.49;-0.00
417.00;-19.34;-5.02;2.01;0.00;0.00;0.00;7.74;10.74;0.00;0.00;0.13;1.27;0.05;19.34;19.34;5.02;2.01;0.00;0.00;0.00;19.34;10.74;-0.00
418.00;-22.82;-5.49;1.80;0.00;0.00;0.00;9.13;12.82;0.00;0.00;0.16;1.52;0.05;22.82;22.82;5.49;1.80;0.00;0.00;0.00;22.82;12.82;-0.00
419.00;-22.59;-5.92;1.45;0.00;0.00;0.00;9.04;13.51;0.00;0.00;0.17;1.60;0.05;22.59;22.59;5.92;1.45;0.00;0.00;0.00;22.59;13.51;-0.00
420.00;-16.78;-5.88;1.57;0.00;0.00;0.00;6.71;11.02;0.00;0.00;0.14;1.31;0.05;16.78;16.78;5.88;1.57;0.00;0.00;0.00;16.78;11.02;-0.00
421.00;-10.70;-5.68;2.00;0.00;0.00;0.00;4.28;7.95;0.00;0.00;0.10;0.94;0.05;10.70;10.70;5.68;2.00;0.00;0.00;0.00;10.70;7.95;-0.00
422.00;-17.72;-5.62;2.53;0.00;0.00;0.00;7.09;10.18;0.00;0.00;0.13;1.21;0.05;17.72;17.72;5.62;2.53;0.00;0.00;0.00;17.72;10.18;-0.00
423.00;-21.35;-5.39;2.81;0.00;0.00;0.12;8.59;11.16;0.00;0.00;0.14;1.32;0.05;21.35;21.35;5.39;2.81;0.00;0.00;0.10;21.47;11.16;-0.00
424.00;-9.68;-5.62;2.75;0.00;0.00;0.04;3.89;6.76;0.00;0.03;0.08;0.80;0.05;9.68;9.68;5.62;2.75;0.00;0.00;0.03;9.71;6.76;-0.00
425.00;-16.72;-5.76;2.89;0.00;0.00;0.04;6.71;9.58;0.00;0.03;0.12;1.13;0.05;16.72;16.72;5.76;2.89;0.00;0.00;0.04;16.76;9.58;-0.00
426.00;-25.16;-4.95;2.37;0.00;0.16;0.00;10.00;12.58;0.00;0.04;0.16;1.49;0.05;25.16;25.16;4.95;2.37;0.00;0.14;0.00;25.00;12.58;-0.00
427.00;-21.79;-5.22;2.46;0.00;0.00;3.21;10.00;12.76;0.00;0.00;0.16;1.51;0.05;21.79;21.79;5.22;2.46;0.00;0.00;2.89;25.00;12.76;-0.00
428.00;-13.45;-6.76;2.32;0.00;0.00;11.55;10.00;14.43;0.00;0.72;0.18;1.71;0.05;13.45;13.45;6.76;2.32;0.00;0.00;10.39;25.00;14.43;-0.00
429.00;-9.39;-8.62;2.99;0.00;0.00;15.61;10.00;15.63;0.00;3.32;0.44;1.85;0.11;9.39;9.39;8.62;2.99;0.00;0.00;14.05;25.00;15.63;-0.00
430.00;-19.28;-10.56;4.46;15.98;3.62;0.00;0.00;6.10;0.00;6.83;0.50;1.53;0.18;19.28;19.28;10.56;4.46;15.66;3.26;0.00;0.00;6.10;-0.00
431.00;-19.84;-8.47;4.35;20.00;0.00;1.56;0.72;4.84;0.00;5.83;0.58;1.58;0.24;19.84;19.84;8.47;4.35;19.60;0.00;1.40;1.80;4.84;-0.00
432.00;-16.39;-5.66;5.42;20.00;0.00;3.21;0.00;0.24;0.00;6.18;0.31;1.04;0.30;16.39;16.39;5.66;5.42;19.60;0.00;2.89;0.00;0.24;-0.00
433.00;-28.89;-4.96;4.50;20.00;9.29;0.00;0.00;0.45;0.00;6.90;0.33;1.06;0.30;28.89;28.89;4.96;4.50;19.60;8.36;0.00;0.00;0.45;-0.00
434.00;-35.14;-5.42;4.10;20.00;15.54;0.00;0.00;1.32;0.00;4.32;0.39;1.17;0.30;35.14;35.14;5.42;4.10;19.60;13.99;0.00;0.00;1.32;-0.00
435.00;-19.21;-6.23;4.09;19.60;0.00;0.00;0.00;2.15;0.00;0.00;0.45;1.24;0.30;19.21;19.21;6.23;4.09;19.21;0.00;0.00;0.00;2.15;-0.00
436.00;-10.56;-6.99;5.84;14.40;0.00;3.55;0.00;1.15;0.00;0.00;0.30;0.86;0.30;10.56;10.56;6.99;5.84;14.11;0.00;3.19;0.00;1.15;-0.00
437.00;-11.72;-7.63;5.87;19.06;0.00;6.96;0.00;1.76;0.00;0.80;0.41;1.17;0.30;11.72;11.72;7.63;5.87;18.68;0.00;6.26;0.00;1.76;-0.00
438.00;-11.85;-8.91;5.63;18.92;0.00;6.69;0.00;3.28;0.00;2.36;0.53;1.34;0.30;11.85;11.85;8.91;5.63;18.54;0.00;6.02;0.00;3.28;-0.00
439.00;-24.72;-10.62;7.30;20.00;5.12;0.00;0.00;3.33;0.00;3.87;0.55;1.40;0.30;24.72;24.72;10.62;7.30;19.60;4.60;0.00;0.00;3.33;-0.00
440.00;-30.64;-9.98;10.87;20.00;8.81;0.00;0.89;0.00;0.00;2.45;0.30;1.01;0.30;30.64;30.64;9.98;10.87;19.60;7.93;0.00;2.23;0.00;-0.00
441.00;-20.46;-7.76;11.42;11.54;0.00;0.00;3.66;0.00;0.00;0.00;0.17;0.58;0.30;20.46;20.46;7.76;11.42;11.31;0.00;0.00;9.14;0.00;-0.00
442.00;-14.90;-7.33;13.30;0.00;0.00;0.00;5.96;0.00;0.02;0.00;-0.00;0.00;0.30;14.90;14.90;7.33;13.30;0.00;0.00;0.00;14.90;0.00;-0.02
443.00;-12.87;-7.18;15.93;0.00;0.00;0.00;5.15;0.00;3.60;0.00;-0.14;0.00;0.30;12.87;12.87;7.18;15.93;0.00;0.00;0.00;12.87;0.00;-3.60
444.00;-10.91;-5.42;17.30;0.00;0.00;0.00;4.36;0.00;7.52;0.00;-0.28;0.00;0.30;10.91;10.91;5.42;17.30;0.00;0.00;0.00;10.91;0.00;-7.52
445.00;-11.55;-5.84;18.11;0.00;0.00;0.00;4.62;0.00;7.66;0.00;-0.29;0.00;0.30;11.55;11.55;5.84;18.11;0.00;0.00;0.00;11.54;0.00;-7.66
446.00;-23.82;-8.51;16.12;4.90;0.00;0.00;7.61;0.00;0.00;0.00;0.07;0.25;0.30;23.82;23.82;8.51;16.12;4.81;0.00;0.00;19.01;0.00;-0.00
447.00;-27.12;-8.33;26.43;2.16;0.00;0.00;10.00;0.00;8.11;0.00;-0.27;0.11;0.30;27.12;27.12;8.33;26.43;2.12;0.00;0.00;25.00;0.00;-8.11
448.00;-17.27;-6.04;21.35;0.00;0.00;0.00;6.91;0.00;8.41;0.00;-0.32;0.00;0.30;17.27;17.27;6.04;21.35;0.00;0.00;0.00;17.27;0.00;-8.41
449.00;-12.23;-7.16;12.88;0.00;0.00;0.00;4.89;0.00;0.83;0.00;-0.03;0.00;0.30;12.23;12.23;7.16;12.88;0.00;0.00;0.00;12.23;0.00;-0.83
450.00;-12.78;-7.29;7.79;11.78;0.00;0.00;0.49;0.00;0.00;0.00;0.17;0.60;0.30;12.78;12.78;7.29;7.79;11.55;0.00;0.00;1.23;0.00;-0.00
451.00;-12.77;-5.29;5.99;16.53;0.00;5.17;0.70;0.00;0.00;0.00;0.24;0.83;0.30;12.77;12.77;5.29;5.99;16.20;0.00;4.65;1.74;0.00;-0.00
452.00;-11.18;-5.02;4.22;15.57;0.00;4.07;0.00;0.80;0.00;1.16;0.29;0.88;0.30;11.18;11.18;5.02;4.22;15.26;0.00;3.67;0.00;0.80;-0.00
453.00;-18.62;-5.25;2.71;19.46;0.00;0.46;0.00;2.54;0.00;2.08;0.48;1.28;0.30;18.62;18.62;5.25;2.71;19.07;0.00;0.41;0.00;2.54;-0.00
454.00;-27.14;-5.67;0.84;20.00;7.54;0.00;0.00;4.83;0.00;2.18;0.66;1.58;0.30;27.14;27.14;5.67;0.84;19.60;6.79;0.00;0.00;4.83;-0.00
455.00;-19.91;-6.05;1.91;20.00;0.31;0.00;0.00;4.14;0.00;0.09;0.61;1.50;0.30;19.91;19.91;6.05;1.91;19.60;0.28;0.00;0.00;4.14;-0.00
456.00;-15.12;-6.77;1.93;20.00;0.00;4.48;0.00;4.84;0.00;0.00;0.66;1.58;0.30;15.12;15.12;6.77;1.93;19.60;0.00;4.04;0.00;4.84;-0.00
457.00;-14.23;-5.83;2.20;20.00;0.00;5.37;0.00;3.64;0.00;1.01;0.57;1.44;0.30;14.23;14.23;5.83;2.20;19.60;0.00;4.83;0.00;3.64;-0.00
458.00;-19.32;-6.14;2.78;20.00;0.00;0.28;0.00;3.37;0.00;2.22;0.55;1.41;0.30;19.32;19.32;6.14;2.78;19.60;0.00;0.25;0.00;3.37;-0.00
459.00;-29.87;-8.75;2.73;20.00;4.27;0.00;2.40;8.42;0.00;2.28;0.93;2.01;0.30;29.87;29.87;8.75;2.73;19.60;3.84;0.00;6.00;8.42;-0.00
460.00;-24.60;-9.99;1.66;20.00;2.09;0.00;1.17;9.50;0.00;1.09;1.01;2.14;0.30;24.60;24.60;9.99;1.66;19.60;1.88;0.00;2.92;9.50;-0.00
461.00;-22.77;-11.26;1.39;20.00;1.41;0.00;0.70;10.58;0.00;0.51;1.09;2.26;0.30;22.77;22.77;11.26;1.39;19.60;1.27;0.00;1.76;10.58;-0.00
462.00;-20.10;-9.65;1.50;20.00;0.07;0.00;0.17;8.32;0.00;0.12;0.92;2.00;0.30;20.10;20.10;9.65;1.50;19.60;0.06;0.00;0.43;8.32;-0.00
463.00;-13.96;-7.40;1.22;20.00;0.00;5.64;0.00;6.18;0.00;0.10;0.76;1.74;0.30;13.96;13.96;7.40;1.22;19.60;0.00;5.07;0.00;6.18;-0.00
464.00;-24.67;-7.44;0.92;20.00;0.73;0.00;1.74;8.25;0.00;1.37;0.91;1.99;0.30;24.67;24.67;7.44;0.92;19.60;0.66;0.00;4.35;8.25;-0.00
465.00;-28.28;-8.41;0.73;20.00;0.92;0.00;3.10;10.79;0.00;1.17;1.10;2.29;0.30;28.28;28.28;8.41;0.73;19.60;0.83;0.00;7.76;10.79;-0.00
466.00;-20.65;-7.75;0.46;20.00;0.23;0.00;0.33;7.62;0.00;0.91;0.87;1.91;0.30;20.65;20.65;7.75;0.46;19.60;0.21;0.00;0.82;7.62;-0.00
467.00;-26.28;-8.05;0.20;20.00;1.45;0.00;2.09;9.94;0.00;0.85;1.04;2.19;0.30;26.28;26.28;8.05;0.20;19.60;1.31;0.00;5.23;9.94;-0.00
468.00;-23.40;-7.79;0.01;20.00;0.52;0.00;1.31;9.10;0.00;0.44;0.98;2.09;0.30;23.40;23.40;7.79;0.01;19.60;0.46;0.00;3.28;9.10;-0.00
469.00;-14.04;-5.76;0.00;20.00;0.00;5.56;0.00;5.76;0.00;0.30;0.73;1.69;0.30;14.04;14.04;5.76;0.00;19.60;0.00;5.01;0.00;5.76;-0.00
470.00;-24.73;-5.01;0.00;20.00;1.73;0.00;1.36;6.37;0.00;1.55;0.77;1.77;0.30;24.73;24.73;5.01;0.00;19.60;1.56;0.00;3.40;6.37;-0.00
471.00;-27.27;-5.08;0.00;20.00;1.85;0.00;2.33;7.40;0.00;1.07;0.85;1.89;0.30;27.27;27.27;5.08;0.00;19.60;1.67;0.00;5.81;7.40;-0.00
472.00;-16.36;-5.00;0.00;20.00;0.00;3.24;0.00;5.00;0.00;0.56;0.67;1.60;0.30;16.36;16.36;5.00;0.00;19.60;0.00;2.91;0.00;5.00;-0.00
473.00;-18.30;-5.15;0.00;20.00;0.00;1.30;0.00;5.15;0.00;1.29;0.68;1.62;0.30;18.30;18.30;5.15;0.00;19.60;0.00;1.17;0.00;5.15;-0.00
474.00;-28.00;-5.41;0.00;20.00;5.02;0.00;1.35;6.76;0.00;1.58;0.80;1.81;0.30;28.00;28.00;5.41;0.00;19.60;4.52;0.00;3.38;6.76;-0.00
475.00;-20.89;-5.22;0.00;20.00;0.66;0.00;0.25;5.48;0.00;0.18;0.71;1.66;0.30;20.89;20.89;5.22;0.00;19.60;0.59;0.00;0.63;5.48;-0.00
476.00;-11.20;-5.12;0.00;15.27;0.00;3.76;0.00;5.12;0.00;0.00;0.61;1.38;0.30;11.20;11.20;5.12;0.00;14.96;0.00;3.38;0.00;5.12;-0.00
477.00;-22.65;-5.13;0.00;20.00;3.05;0.00;0.00;5.13;0.00;0.85;0.60;1.62;0.24;22.65;22.65;5.13;0.00;19.60;2.74;0.00;0.00;5.13;-0.00
478.00;-28.40;-5.16;0.00;20.00;0.00;0.00;3.52;8.68;0.00;0.00;0.68;2.04;0.18;28.40;28.40;5.16;0.00;19.60;0.00;0.00;8.80;8.68;-0.00
479.00;-18.84;-4.84;0.00;0.00;0.00;0.00;7.54;12.37;0.00;0.00;0.35;1.47;0.11;18.84;18.84;4.84;0.00;0.00;0.00;0.00;18.84;12.37;-0.00
480.00;-16.41;-4.40;0.00;0.00;0.00;0.00;6.57;10.97;0.00;0.00;0.14;1.30;0.05;16.41;16.41;4.40;0.00;0.00;0.00;0.00;16.41;10.97;-0.00
481.00;-18.91;-4.50;0.00;0.00;0.00;0.00;7.56;12.06;0.00;0.00;0.15;1.43;0.05;18.91;18.91;4.50;0.00;0.00;0.00;0.00;18.91;12.06;-0.00
482.00;-13.98;-4.97;0.00;0.00;0.00;0.00;5.59;10.56;0.00;0.00;0.13;1.25;0.05;13.98;13.98;4.97;0.00;0.00;0.00;0.00;13.98;10.56;-0.00
483.00;-13.00;-5.38;0.00;0.00;0.00;0.00;5.20;10.58;0.00;0.00;0.13;1.25;0.05;13.00;13.00;5.38;0.00;0.00;0.00;0.00;13.00;10.58;-0.00
484.00;-18.62;-5.38;0.00;0.00;0.00;0.00;7.45;12.83;0.00;0.00;0.16;1.52;0.05;18.62;18.62;5.38;0.00;0.00;0.00;0.00;18.62;12.83;-0.00
485.00;-24.30;-5.34;0.00;0.00;0.00;0.00;9.72;15.06;0.00;0.00;0.19;1.78;0.05;24.30;24.30;5.34;0.00;0.00;0.00;0.00;24.30;15.06;-0.00
486.00;-19.75;-5.03;0.00;0.00;0.00;0.00;7.90;12.93;0.00;0.00;0.16;1.53;0.05;19.75;19.75;5.03;0.00;0.00;0.00;0.00;19.75;12.93;-0.00
487.00;-13.70;-4.88;0.00;0.00;0.00;0.00;5.48;10.36;0.00;0.00;0.13;1.23;0.05;13.70;13.70;4.88;0.00;0.00;0.00;0.00;13.70;10.36;-0.00
488.00;-16.65;-4.78;0.00;0.00;0.00;0.00;6.66;11.44;0.00;0.00;0.14;1.36;0.05;16.65;16.65;4.78;0.00;0.00;0.00;0.00;16.65;11.44;-0.00
489.00;-23.41;-4.88;0.00;0.00;0.00;0.00;9.36;14.25;0.00;0.00;0.18;1.69;0.05;23.41;23.41;4.88;0.00;0.00;0.00;0.00;23.41;14.25;-0.00
490.00;-20.06;-4.84;0.00;0.00;0.00;0.34;8.16;13.00;0.00;0.00;0.16;1.54;0.05;20.06;20.06;4.84;0.00;0.00;0.00;0.31;20.40;13.00;-0.00
491.00;-13.28;-4.51;0.00;0.00;0.00;0.14;5.37;9.87;0.00;0.08;0.12;1.17;0.05;13.28;13.28;4.51;0.00;0.00;0.00;0.12;13.42;9.87;-0.00
492.00;-14.98;-4.47;0.00;0.00;0.00;0.10;6.03;10.50;0.00;0.11;0.13;1.24;0.05;14.98;14.98;4.47;0.00;0.00;0.00;0.09;15.08;10.50;-0.00
493.00;-25.47;-4.95;0.00;0.00;0.47;0.00;10.00;14.95;0.00;0.13;0.19;1.77;0.05;25.47;25.47;4.95;0.00;0.00;0.42;0.00;25.00;14.95;-0.00
494.00;-23.38;-5.09;0.00;0.00;0.00;0.00;9.35;14.44;0.00;0.00;0.18;1.71;0.05;23.38;23.38;5.09;0.00;0.00;0.00;0.00;23.38;14.44;-0.00
495.00;-17.07;-4.65;0.00;0.00;0.00;0.00;6.83;11.48;0.00;0.00;0.14;1.36;0.05;17.07;17.07;4.65;0.00;0.00;0.00;0.00;17.07;11.48;-0.00
496.00;-16.11;-4.44;0.00;0.00;0.00;0.00;6.45;10.89;0.00;0.00;0.14;1.29;0.05;16.11;16.11;4.44;0.00;0.00;0.00;0.00;16.11;10.89;-0.00
497.00;-16.32;-4.44;0.00;0.00;0.00;0.00;6.53;10.97;0.00;0.00;0.14;1.30;0.05;16.32;16.32;4.44;0.00;0.00;0.00;0.00;16.32;10.97;-0.00
498.00;-14.72;-4.43;0.00;0.00;0.00;0.00;5.89;10.32;0.00;0.00;0.13;1.22;0.05;14.72;14.72;4.43;0.00;0.00;0.00;0.00;14.72;10.32;-0.00
499.00;-17.87;-4.43;0.00;0.00;0.00;0.00;7.15;11.58;0.00;0.00;0.14;1.37;0.05;17.87;17.87;4.43;0.00;0.00;0.00;0.00;17.87;11.58;-0.00
500.00;-22.91;-4.43;0.00;0.00;0.00;0.00;9.17;13.59;0.00;0.00;0.17;1.61;0.05;22.91;22.91;4.43;0.00;0.00;0.00;0.00;22.91;13.59;-0.00
501.00;-20.03;-4.56;0.00;0.00;0.00;0.00;8.01;12.57;0.00;0.00;0.16;1.49;0.05;20.03;20.03;4.56;0.00;0.00;0.00;0.00;20.03;12.57;-0.00
502.00;-22.15;-4.63;0.00;0.00;0.00;0.00;8.86;13.49;0.00;0.00;0.17;1.60;0.05;22.15;22.15;4.63;0.00;0.00;0.00;0.00;22.15;13.49;-0.00
503.00;-17.58;-4.49;0.00;0.00;0.00;0.00;7.03;11.52;0.00;0.00;0.14;1.37;0.05;17.58;17.58;4.49;0.00;0.00;0.00;0.00;17.58;11.52;-0.00
504.00;-11.23;-4.61;0.05;0.00;0.00;0.79;4.81;9.37;0.00;0.00;0.12;1.11;0.05;11.23;11.23;4.61;0.05;0.00;0.00;0.71;12.02;9.37;-0.00
505.00;-11.70;-5.35;0.21;0.00;0.00;0.21;4.76;9.90;0.00;0.18;0.12;1.17;0.05;11.70;11.70;5.35;0.21;0.00;0.00;0.19;11.91;9.90;-0.00
506.00;-20.82;-5.75;0.47;0.00;0.00;0.39;8.49;13.76;0.00;0.22;0.17;1.63;0.05;20.82;20.82;5.75;0.47;0.00;0.00;0.35;21.21;13.76;-0.00
507.00;-26.13;-5.72;0.75;0.00;1.13;0.00;10.00;14.97;0.00;0.31;0.19;1.77;0.05;26.13;26.13;5.72;0.75;0.00;1.01;0.00;25.00;14.97;-0.00
508.00;-23.29;-5.85;1.02;0.00;0.00;0.00;9.32;14.14;0.00;0.00;0.18;1.68;0.05;23.29;23.29;5.85;1.02;0.00;0.00;0.00;23.29;14.14;-0.00
509.00;-17.66;-5.60;1.38;0.00;0.00;0.00;7.06;11.28;0.00;0.00;0.14;1.34;0.05;17.66;17.66;5.60;1.38;0.00;0.00;0.00;17.66;11.28;-0.00
510.00;-10.31;-5.25;2.19;0.00;0.00;0.00;4.12;7.19;0.00;0.00;0.09;0.85;0.05;10.31;10.31;5.25;2.19;0.00;0.00;0.00;10.31;7.19;-0.00
511.00;-20.12;-4.83;2.37;0.00;0.00;0.00;8.05;10.51;0.00;0.00;0.13;1.25;0.05;20.12;20.12;4.83;2.37;0.00;0.00;0.00;20.12;10.51;-0.00
512.00;-23.28;-4.60;2.43;0.00;0.00;0.00;9.31;11.49;0.00;0.00;0.14;1.36;0.05;23.28;23.28;4.60;2.43;0.00;0.00;0.00;23.28;11.49;-0.00
513.00;-19.34;-5.02;2.01;0.00;0.00;0.00;7.74;10.74;0.00;0.00;0.13;1.27;0.05;19.34;19.34;5.02;2.01;0.00;0.00;0.00;19.34;10.74;-0.00
514.00;-22.82;-5.49;1.80;0.00;0.00;0.00;9.13;12.82;0.00;0.00;0.16;1.52;0.05;22.82;22.82;5.49;1.80;0.00;0.00;0.00;22.82;12.82;-0.00
515.00;-22.59;-5.92;1.45;0.00;0.00;0.00;9.04;13.51;0.00;0.00;0.17;1.60;0.05;22.59;22.59;5.92;1.45;0.00;0.00;0.00;22.59;13.51;-0.00
516.00;-16.78;-5.88;1.57;0.00;0.00;0.00;6.71;11.02;0.00;0.00;0.14;1.31;0.05;16.78;16.78;5.88;1.57;0.00;0.00;0.00;16.78;11.02;-0.00
517.00;-10.70;-5.68;2.00;0.00;0.00;0.00;4.28;7.95;0.00;0.00;0.10;0.94;0.05;10.70;10.70;5.68;2.00;0.00;0.00;0.00;10.70;7.95;-0.00
518.00;-17.72;-5.62;2.53;0.00;0.00;0.00;7.09;10.18;0.00;0.00;0.13;1.21;0.05;17.72;17.72;5.62;2.53;0.00;0.00;0.00;17.72;10.18;-0.00
519.00;-21.35;-5.39;2.81;0.00;0.00;0.12;8.59;11.16;0.00;0.00;0.14;1.32;0.05;21.35;21.35;5.39;2.81;0.00;0.00;0.10;21.47;11.16;-0.00
520.00;-9.68;-5.62;2.75;0.00;0.00;0.04;3.89;6.76;0.00;0.03;0.08;0.80;0.05;9.68;9.68;5.62;2.75;0.00;0.00;0.03;9.71;6.76;-0.00
521.00;-16.72;-5.76;2.89;0.00;0.00;0.04;6.71;9.58;0.00;0.03;0.12;1.13;0.05;16.72;16.72;5.76;2.89;0.00;0.00;0.04;16.76;9.58;-0.00
522.00;-25.16;-4.95;2.37;0.00;0.16;0.00;10.00;12.58;0.00;0.04;0.16;1.49;0.05;25.16;25.16;4.95;2.37;0.00;0.14;0.00;25.00;12.58;-0.00
523.00;-21.79;-5.22;2.46;0.00;0.00;3.21;10.00;12.76;0.00;0.00;0.16;1.51;0.05;21.79;21.79;5.22;2.46;0.00;0.00;2.89;25.00;12.76;-0.00
524.00;-13.45;-6.76;2.32;0.00;0.00;11.55;10.00;14.43;0.00;0.72;0.18;1.71;0.05;13.45;13.45;6.76;2.32;0.00;0.00;10.39;25.00;14.43;-0.00
525.00;-9.39;-8.62;2.99;0.00;0.00;15.61;10.00;15.63;0.00;3.32;0.44;1.85;0.11;9.39;9.39;8.62;2.99;0.00;0.00;14.05;25.00;15.63;-0.00
526.00;-19.28;-10.56;4.46;15.98;3.62;0.00;0.00;6.10;0.00;6.83;0.50;1.53;0.18;19.28;19.28;10.56;4.46;15.66;3.26;0.00;0.00;6.10;-0.00
527.00;-19.84;-8.47;4.35;20.00;0.00;1.56;0.72;4.84;0.00;5.83;0.58;1.58;0.24;19.84;19.84;8.47;4.35;19.60;0.00;1.40;1.80;4.84;-0.00
528.00;-16.39;-5.66;5.42;20.00;0.00;3.21;0.00;0.24;0.00;6.18;0.31;1.04;0.30;16.39;16.39;5.66;5.42;19.60;0.00;2.89;0.00;0.24;-0.00
529.00;-28.89;-4.96;4.50;20.00;9.29;0.00;0.00;0.45;0.00;6.90;0.33;1.06;0.30;28.89;28.89;4.96;4.50;19.60;8.36;0.00;0.00;0.45;-0.00
530.00;-35.14;-5.42;4.10;20.00;15.54;0.00;0.00;1.32;0.00;4.32;0.39;1.17;0.30;35.14;35.14;5.42;4.10;19.60;13.99;0.00;0.00;1.32;-0.00
531.00;-19.21;-6.23;4.09;19.60;0.00;0.00;0.00;2.15;0.00;0.00;0.45;1.24;0.30;19.21;19.21;6.23;4.09;19.21;0.00;0.00;0.00;2.15;-0.00
532.00;-10.56;-6.99;5.84;14.40;0.00;3.55;0.00;1.15;0.00;0.00;0.30;0.86;0.30;10.56;10.56;6.99;5.84;14.11;0.00;3.19;0.00;1.15;-0.00
533.00;-11.72;-7.63;5.87;19.06;0.00;6.96;0.00;1.76;0.00;0.80;0.41;1.17;0.30;11.72;11.72;7.63;5.87;18.68;0.00;6.26;0.00;1.76;-0.00
534.00;-11.85;-8.91;5.63;18.92;0.00;6.69;0.00;3.28;0.00;2.36;0.53;1.34;0.30;11.85;11.85;8.91;5.63;18.54;0.00;6.02;0.00;3.28;-0.00
535.00;-24.72;-10.62;7.30;20.00;5.12;0.00;0.00;3.33;0.00;3.87;0.55;1.40;0.30;24.72;24.72;10.62;7.30;19.60;4.60;0.00;0.00;3.33;-0.00
536.00;-30.64;-9.98;10.87;20.00;8.81;0.00;0.89;0.00;0.00;2.45;0.30;1.01;0.30;30.64;30.64;9.98;10.87;19.60;7.93;0.00;2.23;0.00;-0.00
537.00;-20.46;-7.76;11.42;11.54;0.00;0.00;3.66;0.00;0.00;0.00;0.17;0.58;0.30;20.46;20.46;7.76;11.42;11.31;0.00;0.00;9.14;0.00;-0.00
